Date,Operator,Aboard,Fatalities
06/07/1993,Sasco Air Lines,11,11
06/09/1993,Southwest Air,11,9
06/16/1993,Merpati Nasantara Airlines,3,1
06/17/1993,Tajikistan Airlines,40,40
07/01/1993,Merpati Nusantara Airlines,43,41
07/12/1993,Hyannis Air Service - Air Taxi,3,3
07/12/1993,Private,2,1
07/23/1993,China Northwest Airlines,113,55
07/26/1993,Asiana Airlines,110,68
07/30/1993,Hornbill Airways,17,1
07/31/1993,Everest Air,19,19
08/07/1993,Air Taxi - Air Medical Leasing,4,4
08/18/1993,American International Airways,3,0
08/26/1993,Sakha Airlines,24,24
08/28/1993,Tajikistan Airlines,86,82
09/14/1993,Lufthansa,70,2
09/21/1993,Transair Georgia Airlines,27,27
09/22/1993,Transair Georgia Airlines,132,106
09/23/1993,Transair Georgia Airlines,30,1
10/25/1993,Hibiscus Air,9,9
10/26/1993,China Eastern Airlines,80,2
10/27/1993,Wideroe's Flyveselksap,20,7
11/06/1993,Roadrunner Airlines,5,5
11/10/1993,Air Manitoba,7,7
11/13/1993,China Northern Airlines,102,12
11/15/1993,Magistralnye Avialinii,17,17
11/20/1993,Aviaimpex (Macedonia),116,116
11/21/1993,Aerovias de Guatemala SA,13,13
12/01/1993,Express Airlines - Northwest Airlink,18,18
12/03/1993,ArctiWings & Rotors,7,7
12/09/1993,Air Senegal / Gambia Airways,3,3
12/13/1993,Lao Aviation,18,18
12/15/1993,Air Taxi - Martin Aviation LP,5,5
12/26/1993,Kuban Airlines,36,36
01/03/1994,Baikal Air,124,124
10/02/1994,Seaview Aviation,9,9
01/05/1994,Kimura International,10,10
01/07/1994,AtlantiCoast Airlines (United Express),8,5
01/18/1994,Scibe Airlift Cargo Zaire,2,2
02/24/1994,North Western Air Transport,13,13
02/25/1994,Expresso Aéreo,31,31
02/25/1994,British World Airways,2,1
03/02/1994,Continental Airlines,116,0
03/08/1994,Sahara,4,4
03/09/1994,Jetcraft,1,1
03/18/1994,Salair,2,2
03/18/1994,Chalk's International Airlines,2,2
03/21/1994,Aurukun Air Services,6,6
03/23/1994,Orion - Air Taxi,4,4
03/23/1994,Aeroflot Russian International Airways,75,75
04/03/1994,Air Taxi - El Aero Services Inc.,5,5
04/04/1994,KLM Cityhopper,24,3
04/06/1994,TAME,17,17
04/06/1994,Rwanda Government,12,12
04/25/1994,Dirgantara Air Services,11,11
04/26/1994,China Airlines (Taiwan),271,264
04/27/1994,Action Airlines,9,8
04/29/1994,Lineas Aereas de los Libertadores,9,8
05/07/1994,Rico Taxi Aero,16,8
05/23/1994,Arall,11,4
05/28/1994,Transoriente Colombia,29,7
08/07/1994,Air Taxi - Uyak Air Services Inc.,7,6
06/06/1994,China Northwest Airlines,160,160
06/13/1994,Aerolineas Cuahonte,9,9
06/18/1994,TAESA,12,12
06/18/1994,Merpati Nusantara Airlines,12,12
06/22/1994,Air Taxi - Sun Western Flyers Inc.,10,9
06/26/1994,Air Ivorie,17,17
06/30/1994,Airbus Industrie,7,7
07/01/1994,Air Mauritanie,93,80
07/02/1994,USAir,57,37
07/11/1994,Air Taxi - Peninsula Airways,3,3
07/14/1994,Air Taxi - Papillion Helicopters Ltd.,7,3
07/17/1994,Air Martinique,6,6
07/17/1994,Sankuru Air Service,9,5
07/19/1994,Alas Chiricanas,21,21
07/26/1994,Airfast Services,18,18
08/10/1994,Korean Airlines,160,0
08/11/1994,Air Taxi - Talon Air Services Inc.,3,3
08/12/1994,Air Taxi - National Helicopters,3,3
08/14/1994,Air Taxi - Lake Clark Air Inc.,4,3
08/21/1994,Royal Air Maroc,44,44
09/08/1994,USAir,132,132
09/13/1994,Aerocontroctors - Charter,5,3
09/17/1994,PacifiCoastal Airlines,4,3
09/18/1994,Oriental Airlines,39,5
09/23/1994,Heavylift Cargo Airlines,12,6
09/26/1994,Cheremshanka Airlines,28,28
09/28/1994,TAM Paraguay,27,1
09/29/1994,Radeair,9,8
09/30/1994,Arsenyev Aviation Production Association,20,8
12/15/1994,SL Aviation Services,2,2
10/08/1994,SELVA,10,10
10/12/1994,Iran Asseman Airlines,66,66
10/29/1994,Yakutavia,19,7
10/29/1994,Aeronica,23,23
10/31/1994,American Eagle,68,68
11/01/1994,Transportes Aereos Pegaso,14,14
11/04/1994,Trigana Air Service,4,4
11/05/1994,SA Amazonica,30,6
11/16/1994,Ameriflight,1,1
11/22/1994,Southwest Air,7,7
11/22/1994,Trans World Airlines / Private,142,2
12/10/1994,Philippine Air Lines,293,1
12/10/1994,Air Taxi - Ryan Air Service,5,5
12/13/1994,American Eagle,20,15
12/17/1994,Servivensa,9,7
12/17/1994,Missionary Aviation Fellowship,28,28
12/21/1994,Phoenix Aviation,5,5
12/26/1994,Air France,239,3
12/29/1994,Turkish Airlines (THY),76,57
01/10/1995,Merpati Nusantara Airlines,14,14
01/11/1995,Intercontinental de Aviacion,52,51
01/11/1995,Empire Airlines,1,1
01/11/1995,Canada Jet Charters,5,5
01/12/1995,West Air,1,1
01/14/1995,Air Taxi - Coastal Airways Inc.,4,3
01/14/1995,Air Taxi - Wolfe Air Aviation Ltd.,4,2
01/17/1995,Royal Nepal Airlines,24,2
01/20/1995,Abakan Airlines,19,3
01/20/1995,Leadair - Charter,10,10
01/30/1995,Transasia Airways,4,4
02/13/1995,Las Vegas Airlines,10,8
02/16/1995,ATI,3,3
03/16/1995,Aeroflot,10,9
03/22/1995,Union Flights,1,1
03/29/1995,Kiwi West Aviation,6,6
03/31/1995,Transporturile Aeriene Romane (TAROM),60,60
04/23/1995,Bristow Helicopters,9,1
04/27/1995,IAI 1124 Westwind,3,3
05/01/1995,Bearskin Airlines / Air Sandy,8,8
05/03/1995,American Jet,7,7
05/09/1995,ADES Colombia,9,9
05/24/1995,Knight Air,12,12
05/25/1995,LACOL,11,2
05/29/1995,Senegalair,10,6
06/08/1995,ValuJet,62,0
06/09/1995,Ansett New Zealand,21,5
06/14/1995,Volga Air,12,12
06/16/1995,Aeroflot,14,13
06/24/1995,Harka Air Services,80,16
06/27/1995,Salair,2,2
06/30/1995,Air Taxi - Island Air Service,4,4
07/01/1995,Garamut Aviation,3,3
07/07/1995,Air Taxi - Lab Flying Service Inc.,6,6
07/12/1995,Milne Bay Air,15,15
07/17/1995,Merpati Nusantara Airlines,18,1
07/25/1995,Transniugini Airways,2,2
08/02/1995,Aero Air,3,3
08/09/1995,Aviateca,65,65
08/09/1995,Bourag Indonesia Airlines,10,10
08/14/1995,AIRES Colombia,10,10
08/21/1995,AtlantiSoutheast Airlines,29,10
09/01/1995,North Star Air Cargo,1,1
09/02/1995,Adventure Airlines,8,8
09/09/1995,SAETA,22,21
09/11/1995,Ariana Afghan Airlines,51,3
09/13/1995,Bimini Air Charter Inc.,9,5
09/15/1995,Malaysia Airlines,53,34
09/16/1995,Tamair,3,2
09/21/1995,MIAT - Mongolian Airlines,43,42
09/24/1995,Norilsk Flight Company,15,15
09/27/1995,Western Straits Air,10,8
10/03/1995,Sabang Merauke Raya Air Charter,14,1
10/04/1995,Kirghizia Aba Zaoldoru,15,15
10/10/1995,Air Taxi - Durango Air Service,3,3
10/22/1995,Islands Nationair,13,13
10/31/1995,TACSA,11,9
11/13/1995,Nigeria Airways,137,9
11/29/1995,Sabah Air,10,10
11/30/1995,Azerbaijan Airlines,6,2
12/03/1995,Cameroon Airlines,78,72
12/05/1995,Azerbaijani Airlines,82,54
12/07/1995,Far East Aviation,98,98
12/08/1995,Air St. Martin,20,20
12/13/1995,Romanian Banat Air,49,49
12/18/1995,Trans Service Airlift,144,141
12/20/1995,American Airlines,164,160
12/22/1995,Island Airways,12,2
03/12/1996,Akhal Air,12,12
01/08/1996,African Air,6,2
01/08/1996,Mustique Airways,10,1
01/29/1996,Soundsair,6,5
02/04/1996,Lineas Aereas del Caribe,4,4
02/05/1996,Business Air Connection,4,4
02/06/1996,"Alas Nacionales, leased from Birgen Air",189,189
02/06/1996,Aérotaxi Cachanilla,8,8
02/12/1996,Hati Express,15,11
02/16/1996,AVCOM,2,2
02/19/1996,Private Wings,10,10
02/27/1996,Aero Tropical,8,8
02/29/1996,Compania de Aviacion Faucett SA (Peru),123,123
03/02/1996,Madrid Taxi Aéreo - Charter,9,9
03/13/1996,Avia Air Aruba,8,8
03/17/1996,Key West Sea Plane Service - Air Taxi,5,5
04/05/1996,Krasnoyarskie Avialinii,20,20
04/05/1996,Formosa Airlines,17,6
04/11/1996,Private,3,3
05/03/1996,Federal Airlines,53,53
05/09/1996,Buffalo Narrows Airways,2,2
05/10/1996,Aeroservicios Empresariales de Durango,19,16
05/11/1996,Milne Bay Air,10,1
05/11/1996,ValuJet,110,110
05/19/1996,Loganair,3,3
06/06/1996,Hoseba,10,10
06/09/1996,Iran Air,7,7
06/13/1996,Garuda Indonesia Airlines,275,3
06/21/1996,China Flying Dragon Aviation (Feilong Airlines),12,2
07/06/1996,Delta Air Lines,142,2
07/09/1996,Milne Bay Air,20,20
07/11/1996,Archana Airlines,9,9
07/17/1996,Trans World Airlines,230,230
07/17/1996,Aerolatino (Aerocaribe),18,1
07/20/1996,Northern Air Cargo,4,4
07/24/1996,Myanmar Airways,49,8
08/12/1996,First Air,2,2
08/14/1996,Air North,3,1
08/18/1996,Harbour Air,3,3
08/19/1996,Spair Air Transport,12,12
08/29/1996,Vnokovo Airlines,141,141
09/13/1996,Helisul Taxi Aéreo,2,2
09/23/1996,Air Taxi - Stearns Air Alaska,5,3
09/25/1996,Dutch Dakota Association,32,32
10/02/1996,Aeroperu,70,70
10/03/1996,Malu Aviation,21,6
10/06/1996,Savanair,19,6
10/08/1996,Aeroflot,23,2
10/13/1996,Air Taxi - Seaside Air Service,3,3
10/20/1996,Telford Aviation,8,8
10/22/1996,Million Air,4,4
10/26/1996,Tyumen Aviatrans,34,5
10/31/1996,TAM (Brazil),95,95
11/01/1996,Transported Areos Profesionales - TAPSA,16,16
11/07/1996,Jetcom S.A.,8,8
03/12/1997,ALADA,16,16
11/07/1996,Aviation Development Corporation,143,143
11/12/1996,Saudi Arabian Airlines / Kazastan Airlines,349,349
11/13/1996,Kismayo Airlines,8,8
11/14/1996,Komi Avia,15,14
11/19/1996,United Express  / Private,14,14
11/23/1996,Ethiopian Airlines,175,127
11/26/1996,ArctiTransportation Services,1,1
11/30/1996,ACES Colombia,15,14
12/07/1996,Dirgantara Air Services,17,16
12/09/1996,Emery Worldwide,2,2
12/21/1996,SELVA,4,4
12/22/1996,Airborne Express,6,6
12/24/1996,Aircraft Charter Group Inc,2,2
01/02/1997,Tar Heel Aviation,2,2
01/07/1997,Polynesian Airlines,5,3
01/09/1997,Comair,29,29
01/29/1997,Southcentral Air,2,1
01/31/1997,Skypower Express Airways,16,5
02/01/1997,Air Senegal,52,25
02/02/1997,Force Area Populaire de Angola,37,37
02/14/1997,Varig,52,1
02/19/1997,Transpolar,5,5
03/04/1997,Air Georgian,1,1
03/07/1997,Air Pereira,4,4
03/18/1997,Stavropol Airlines,50,50
04/04/1997,Custom Air Service,2,2
04/10/1997,Hageland Aviation Services,5,5
04/14/1997,TAAG Angola Airlines,7,3
04/15/1997,Azerbaijan Airlines,6,6
04/19/1997,Merpati Nusantara Airlines,53,15
05/08/1997,China Southern Airlines,74,35
06/06/1997,Bazair,27,27
06/10/1997,MIAT - Mongolian Airlines,12,7
07/03/1997,Elbee Airlines,2,2
07/05/1997,Air Taxi,5,4
07/09/1997,TAM (Brazil),60,1
07/11/1997,Cubana de Aviacion,44,44
07/12/1997,Haines Airways - Air Taxi,6,4
07/17/1997,Sempati Air,50,30
07/18/1997,Goroka Air Services,4,2
07/21/1997,Singapore Airlines,2,2
07/29/1997,ADC Airlines,55,1
07/30/1997,Air Littoral,17,1
08/06/1997,Korean Airlines,254,229
08/07/1997,Fine Air,4,4
08/10/1997,Formosa Airlines,16,16
08/10/1997,Private,2,2
08/14/1997,Air taxi,5,5
08/15/1997,Air taxi - TAM,2,2
08/29/1997,SATENA,12,12
09/03/1997,Vietnam Airlines,66,65
09/06/1997,Borneo Airways,10,10
09/12/1997,TMK Air Commuter,22,22
09/26/1997,Garuda Indonesia Airlines,234,234
10/08/1997,SceniAirlines,9,9
10/09/1997,Naysa Aerotaxis,9,8
10/10/1997,Austral Lineas Aeras (Argentina),74,74
10/12/1997,Private,1,1
10/29/1997,Ariana Afghan Airlines,26,2
11/08/1997,Hageland Aviation Services,8,8
12/09/1997,Sowind Air,17,4
12/13/1997,STAP,19,10
12/16/1997,Tajikistan Airlines,86,85
12/16/1997,Terry Air Inc.,3,3
12/17/1997,Aerosweet Airlines (LVOV),70,70
12/19/1997,SilkAir,104,104
12/27/1997,Renan Airways,5,5
12/28/1997,United Air Lines,393,1
12/31/1997,Parsa,10,10
01/09/1998,Mountain Air Cargo,1,1
01/13/1998,Ariana Afghan Airlines,51,51
01/13/1998,Aeroservice International,2,2
01/27/1998,Myanmar Airways,45,16
02/02/1998,Cebu PacifiAir,104,104
02/04/1998,Air Luxor,7,7
02/16/1998,China Airlines (Taiwan),196,196
03/05/1998,Baron Aviation,1,1
03/07/1998,Corporate Air,1,1
03/10/1998,Air Memphis,6,6
03/18/1998,Formosa Airlines,13,13
03/19/1998,Ariana Afghan Airlines,45,45
03/22/1998,Philippine Air Lines,127,0
03/28/1998,Fuerza Aérea del Peru,55,22
03/31/1998,Linea Aérea Mexicana de Carga,4,2
04/20/1998,Air France,53,53
05/05/1998,Fuerza Aérea del Peru,88,75
05/25/1998,Air Taxi - US Helicopters Inc.,5,5
05/26/1998,MIAT - Mongolian Airlines,28,28
06/18/1998,Propair,11,11
06/25/1998,Air Taxi - Ohana Helicopter Tours,6,6
07/13/1998,ATI Aircompany,8,8
07/16/1998,Alas del Sur,3,3
07/17/1998,Ukraine Aviation Transport Company,10,10
07/27/1998,Plane Sailing,18,4
07/28/1998,Swifair,2,2
07/29/1998,Selva Taxi Aero,24,5
07/30/1998,Alliance Airlines,6,6
02/25/1999,Minerva Airlines,31,4
07/30/1998,Proteus Air / Private,15,15
08/04/1998,Harbour Air Seaplanes Ltd.,5,5
08/11/1998,Alada,13,1
08/19/1998,Vincent Aviation,10,5
08/21/1998,Lumbini Airways,18,18
08/23/1998,Air Anguilla,11,11
08/24/1998,Speed Service Couriers,2,1
08/24/1998,Myanmar Airways,44,44
08/29/1998,Cubana de Aviacion,91,70
09/02/1998,Permaviatrans,24,24
09/02/1998,Swissair,229,229
09/09/1998,Rusts Flying Service Inc.,5,5
07/01/1999,Savanair,5,1
09/14/1998,Air taxi - Air Safaris Inc.,3,3
09/25/1998,Paukn Air,38,38
09/28/1998,Cabo Verde Airlines,22,1
09/29/1998,Lionair,55,55
10/02/1998,Servivensa,27,1
10/10/1998,Congo Airline,41,41
10/21/1998,Ararat Avia,37,0
10/21/1998,Capital Taxi Aereo,3,3
10/25/1998,TanaMana Aviation,11,4
11/01/1998,Living Water Teaching Ministries Charter,18,11
11/11/1998,Sakha Airlines,13,13
11/17/1998,Paradise Air,9,9
11/21/1998,Private,1,1
11/23/1998,Regency Express Air,2,2
12/02/1998,Yates Aviation,1,1
12/07/1998,Air Satellite,10,7
07/02/1999,Myanmar Airways,8,8
12/11/1998,Thai Airways,146,102
12/14/1998,Khors Aircompany,11,11
12/17/1998,Zanex,10,1
12/22/1998,SELVA,5,5
12/26/1998,Transafrik,14,14
01/02/1999,Transafrik - United Nations Charter,9,9
01/12/1999,Channel Express,2,2
01/13/1999,Kelowna Flightcraft Air Charter,2,2
01/16/1999,Uzu Air,4,3
01/17/1999,Necon Air,12,4
01/21/1999,Fuerza Aérea Nicaragua,28,28
02/02/1999,Savannair,14,14
02/03/1999,Airlink,11,11
02/08/1999,Air Karibu,7,7
02/12/1999,Ameriflight,1,1
02/24/1999,China Southwest Airlines,61,61
03/18/1999,ALIANSA Colombia,8,8
03/19/1999,Provincial Airlines,2,1
04/07/1999,Manacá Táxi Aéreo,5,5
04/07/1999,Turkish Airlines (THY),6,6
04/08/1999,Aerotaca,5,5
04/15/1999,Korean Air,3,3
05/08/1999,Vanair,12,7
05/29/1999,Malindi Air Services,2,2
06/01/1999,American Airlines,145,11
06/09/1999,PacifiAirways,1,1
06/09/1999,Air Taxi - Coastal Helicopters Inc.,7,7
06/17/1999,Airlink,17,17
06/25/1999,Blue Water Aviation Services,2,1
06/30/1999,Nightexpress,2,2
07/04/1999,LANC Colombia,18,5
07/07/1999,Lufthansa Cargo Airlines,5,5
07/09/1999,Aero Jet Express,4,4
07/16/1999,Private,3,3
07/20/1999,La Costena,16,16
07/23/1999,All Nippon Airways,517,1
07/24/1999,Air Fiji,17,17
07/31/1999,Private,10,10
08/07/1999,TACV-Cabo Verde Airlines,18,18
08/12/1999,Regionnair,4,1
08/22/1999,China Airlines (Taiwan),315,3
08/24/1999,Uni Air,96,1
08/26/1999,Uzbekistan Airways,33,2
08/31/1999,"LAPA, Lineas Aereas Privadas Argentinas",103,64
09/01/1999,Northern Air (Tanzania),12,12
09/03/1999,Edinburgh Air Charter,11,8
09/05/1999,Air Taxi - New England Airlines,5,3
09/05/1999,Necon Air,15,15
09/14/1999,Greek Government,13,7
09/14/1999,Norte Jet Táxi Aéreo,2,2
09/25/1999,Big Island Airlines,10,10
10/02/1999,Aramco Associated Company,20,12
10/24/1999,Avioriprese Jet Executive,3,3
10/25/1999,Private charter,6,6
10/31/1999,EgyptAir,217,217
10/31/1999,Air Taxi - Stanley Air Taxi,4,4
11/09/1999,TAESA,18,18
11/12/1999,Si Fly - U.N. charter,24,24
11/26/1999,DHL Aviation Africa,4,4
12/05/1999,Tashkent Aircraft Production Corporation,7,5
12/06/1999,Charter - Flightline Charter Services,9,9
12/07/1999,Air Taxi - Grant Aviation Inc.,6,6
12/07/1999,Asian Spirit,17,17
12/09/1999,College of the Ozarks,6,6
12/09/1999,Charter - Twin Air HB,8,8
12/11/1999,SATA,35,35
12/21/1999,Cubana de Aviacon,314,16
04/05/2000,Bankair,3,3
04/19/2000,Kivu Air Services,2,2
12/22/1999,Korean Air,4,4
12/24/1999,Indian Airlines,189,1
12/25/1999,Cubana de Aviacion,22,22
12/25/1999,Skyline Airways,10,10
12/29/1999,Ecuato Guineana de Aviacion,6,6
01/05/2000,Skypower Express Airways,16,1
01/10/2000,Crossair,10,10
01/13/2000,Avisto,41,22
01/15/2000,TACA,20,5
01/25/2000,Top Air - Air Taxi,4,4
01/30/2000,Kenya Airways,179,169
01/31/2000,Alaska Airlines,88,88
02/05/2000,"Air Taxi - Iliamna, Air Taxi Inc.",6,6
02/16/2000,Emery Worldwide,3,3
03/05/2000,Southwest Airlines,142,0
03/09/2000,Vologodskiye Airlines,9,9
03/17/2000,Points North Air Services,2,2
03/17/2000,Aeroperlas,10,10
03/24/2000,Sky Cabs,8,6
03/25/2000,Uralex,33,3
04/01/2000,Taxval,1,1
06/23/2000,Universal Jet Aviation,3,3
04/19/2000,Air Philippines,131,131
04/29/2000,North Coast Aviation,4,4
05/02/2000,Northern Executive Aviation,5,2
05/03/2000,Trans Guyana Airways,1,1
05/10/2000,Price Aircraft Company,6,6
05/17/2000,Avirex,10,3
05/21/2000,Executive Airlines,19,19
05/25/2000,Philippine Air Lines,298,1
05/25/2000,Streamline,2,1
05/31/2000,Whyalla Airlines,8,8
06/05/2000,Ghana Airlink,52,7
06/14/2000,ANT Air Taxi,5,5
06/21/2000,Air taxi - Jao Air Taxi,4,4
06/22/2000,Wuhan Airlines,44,44
07/08/2000,Aerocaribe,19,19
07/09/2000,CORAL Colombia,19,13
07/13/2000,Win Win Aviation,3,1
07/17/2000,Indian Airlines/Alliance Airlines,58,55
07/19/2000,Airwave Transport,2,2
07/20/2000,Allied Air Freight,2,2
07/21/2000,Blue Hawaiian Helicopters,7,7
07/25/2000,Air France,109,109
07/27/2000,Royal Nepal Airlines,25,25
08/02/2000,Air taxi - Lider Air Taxi,6,6
08/09/2000,Patuxent Airways / Private,11,11
08/12/2000,Staer Air,27,27
08/14/2000,RCMP-GRC Air Services,2,2
08/15/2000,Air Taxi,3,3
08/23/2000,Gulf Air,143,143
08/25/2000,Big Island Airlines,9,1
08/26/2000,SANSA,10,10
09/04/2000,Charter - Central Air,8,8
09/18/2000,Cape Smythe Air Service,10,5
10/06/2000,Aeromexico,88,0
12/11/2000,Servicio Aereo Manchupo,6,6
10/08/2000,Summit Air Charters,3,3
10/09/2000,Empire Airlines,1,1
10/10/2000,Bombardier Aerospace,3,2
10/16/2000,Private,3,3
10/19/2000,Lao Aviation,17,8
10/31/2000,Singapore Airlines,179,83
10/31/2000,Aca-Ancargo,44,44
11/07/2000,Malu Aviation,11,2
11/09/2000,Superior Aviation,1,1
11/15/2000,Asa Pesada,57,57
11/20/2000,American Airlines,114,1
11/25/2000,Mayoral Executive Jet,2,1
01/14/2001,Skydive Salt Lake - Charter,9,9
01/23/2001,MajestiAir Cargo,2,2
01/25/2001,Rutaca Airlines,24,24
01/27/2001,North Bay Charter,10,10
01/31/2001,Lineas Aereas Suramericanas,6,3
02/08/2001,Northern Illinois Flight Center,6,2
02/08/2001,E.A.S. Aeroservizi,3,3
02/10/2001,Gum Air Charter,10,10
02/27/2001,Loganair,2,2
03/02/2001,Air taxi - Cuiaba Air Taxi,6,6
03/03/2001,Thai Airways,5,1
03/15/2001,Vnukovo Airlines,174,3
03/17/2001,Sociedade de Aviacao Ligeira Charter,17,16
03/24/2001,Air Caraibes,19,19
03/26/2001,Merpati Nusantara Airlines,3,3
03/29/2001,Jetwingsco Inc. - Private Charter,18,18
04/02/2001,Jet Wings,1,1
04/07/2001,SFC Vietnam - Charter - Full Account,16,16
04/28/2001,Private - Techint  group,10,10
05/17/2001,Fuerza Aérea Argentina,5,5
05/17/2001,Faraz Qeshm Airlines,30,30
06/15/2001,Manunggal Air,19,1
07/04/2001,Vladivostokavia,145,145
07/05/2001,Private  - Daewoo Shipbuilding,12,8
07/12/2001,Private - OverteCompany,13,13
07/14/2001,Russ Air Transport Company,10,10
07/30/2001,Air Taxi,6,6
08/05/2001,Naske Air,3,3
08/10/2001,Papillon Grand Canyon Helicopters of Las Vegas,7,6
08/23/2001,Victoria Airlines,11,4
08/24/2001,Canadian Air Transat,304,0
08/24/2001,Ameristar Jet Charter,2,2
08/25/2001,Blackhawk Int. Airways  - Private charter,9,9
08/29/2001,Binter Mediterráneo,47,4
09/11/2001,United Air Lines,44,44
09/11/2001,American Airlines,64,64
09/11/2001,American Airlines,92,92
09/11/2001,United Air Lines,65,65
09/12/2001,Aero Ferinco Charter,19,19
09/15/2001,TAM (Brazil),82,1
09/18/2001,AtlantiAirlines,13,9
10/03/2001,Aeronautical Services - Air Taxi,3,3
10/04/2001,Sibir Airlines,78,78
10/08/2001,Scandinavian Airlines (SAS) / Private,114,114
10/08/2001,Air Saint Maurice Inc.,7,3
10/10/2001,PenAir,10,10
10/10/2001,Flightline,10,10
10/11/2001,Perimeter Airlines,3,2
10/13/2001,Air Taxi - Continental Air Taxi,6,3
10/18/2001,ERA Aviation - Air Taxi,5,3
11/12/2001,American Airlines,260,260
11/19/2001,Charter - IRS Aero,27,27
11/22/2001,Universal Jet Aviation,2,2
11/23/2001,ELK Aviation Co. (leased from Eminex),17,2
11/24/2001,Crossair,33,24
11/27/2001,MK Airlines,13,1
11/28/2001,SANSA,8,3
12/01/2001,Air Carriers,2,2
12/10/2001,Air Cargo Express,2,2
12/14/2001,Eagle Air,6,6
12/16/2001,Heliandes,16,16
12/20/2001,Eagle Air,2,2
12/26/2001,BAL Bremerhaven Airline,9,8
01/01/2002,Air Taxi - Air Taxi Inc.,5,5
01/04/2002,Agco Corp,5,5
01/14/2002,Ibertrans Aérea,3,3
01/15/2002,Procuraduría General de la República,17,5
01/16/2002,Garuda Indonesia Airlines,62,1
01/17/2002,Petroproducción,26,26
01/19/2002,Air Fiordland,6,6
01/28/2002,TAME,92,92
02/12/2002,Iran Air Tours,117,117
02/15/2002,Tiramavia,10,1
03/09/2002,Svedijos Prekés,3,3
03/14/2002,Charter - Aerotaxi,17,17
03/15/2002,Priorty Air Charter,1,1
03/17/2002,Djibouti Airlines,4,4
04/01/2002,Air Taxi,4,4
04/12/2002,Tadair,2,2
04/15/2002,Air China,166,128
04/18/2002,Air taxi,6,6
04/19/2002,SELVA Colombia,8,3
04/24/2002,Private,6,6
04/28/2002,Private,20,8
05/04/2002,EAS Airlines (Executive Airline Services),77,74
05/07/2002,EgyptAir,62,14
05/07/2002,China Northern Airlines,112,112
05/21/2002,Sky Executive Air Services,5,5
05/25/2002,China Airlines (Taiwan),225,225
05/25/2002,Trigana Air Service,6,6
06/01/2002,Airquarius Aviation - Charter,3,3
06/04/2002,Marco Zero Air Taxi,5,5
06/11/2002,Keystone Air Services Ltd. - Air Taxi,8,1
07/01/2002,Bashkirian Airlines / DHL Worldwide Express,71,71
07/04/2002,Private,2,2
07/04/2002,Prestige Airlines (Cargo) Charter,27,25
07/12/2002,"Air Taxi - Bigfoot Air of Alaska, LLC",4,4
07/16/2002,Sabang Merauke Raya Air Charter,10,10
07/16/2002,Bristow Helicopters,11,11
07/17/2002,Skyline Airways,4,4
07/28/2002,Pulkovo Aviation Enterprise,16,14
08/22/2002,Shangri La Air,18,18
08/29/2002,Vostok Aviakompania,16,16
08/30/2002,Care Flight International,5,1
08/30/2002,Rico Taxi Aéreo,31,23
09/02/2002,CAAC Air TraffiManagement Bureau,3,3
09/04/2002,Airco Charters - Air Taxi,2,2
09/13/2002,Aero Pantanal - Air Taxi,6,6
09/14/2002,Total  Air Lines,2,2
09/28/2002,Deraps Aviation,4,3
10/07/2002,American Virginia,5,1
10/23/2002,Mid-AtlantiFreight,1,1
10/25/2002,Aviation Charter - Air Taxi,8,8
11/06/2002,Luxair,22,20
11/07/2002,Dirgantara Air Services,10,7
11/08/2002,Richmor Aviation,2,2
11/11/2002,Laoag International Airlines,34,19
11/28/2002,Eagle Aviation,20,1
12/09/2002,Raytheon Aircraft,3,3
12/13/2002,Island Airways Ltd.,8,8
12/17/2002,Planemasters,1,1
12/21/2002,Transasia Airways,2,2
12/23/2002,Aeromist-Kharkiv,44,44
12/25/2002,Telford Aviation,1,1
12/27/2002,Ocean Airlines,16,1
01/08/2003,Turkish Airlines (THY),80,75
01/08/2003,US Air Express/Air Midwest,21,21
01/09/2003,TANS Airlines,46,46
01/17/2003,Aerocom,7,7
01/24/2003,African Commuter Services,13,3
01/31/2003,Euro Asia Aviation,6,6
02/07/2003,Volare Aviation Enterprise,8,8
02/10/2003,Enimex,3,2
02/16/2003,Air Taxi - Great Northern Aircraft Co.,7,3
03/01/2003,Private - Kabanov - skydiving,25,11
03/06/2003,Air Algerie,103,102
03/27/2003,PT Air Regional,16,4
03/28/2003,Morris Hancock Flying Club - Charter,3,3
05/08/2003,Ukrainian Cargo Airlines -  Congolese Army Charter,200,129
05/26/2003,Ukranian-Mediterranean Airlines,75,75
05/28/2003,McKinley Air Service - Air Taxi,4,4
06/01/2003,Eurojet Italila,2,2
06/04/2003,Air Taxi - Marco Zero Air Taxi,5,5
06/06/2003,Charter - Air Adventures New Zealand Ltd,10,8
06/11/2003,Astro Air Taxi,4,4
06/15/2003,Paradise Tour Helicopters,4,4
06/22/2003,Brit Air,24,1
06/25/2003,Hallo Bay Air - Air Taxi,3,3
06/26/2003,ComvaAviation,4,4
07/01/2003,Heringer Air Taxi,4,4
07/05/2003,BHS - Brazilian Helicopter Services,5,5
07/08/2003,Sudan Airways,117,116
07/13/2003,Air Sunshine,10,2
07/13/2003,Ruiban & Duran Compania Aérea,10,4
07/19/2003,Ryan Blake Air Charter,14,14
07/23/2003,Jack Harter Helicopters,5,5
08/04/2003,Jet Pro,2,2
08/08/2003,Servicios Aeronauticos Sucre (SASCA),16,1
08/20/2003,Khalatyrka,20,20
